Parameter ID,Instance,Class Name,Module,Parameter Name,Description,Range/Enumerations,Default Value,Data Type,Access,Max Instances
35009,1,Function,Base,Function,Set the Special Output Function block's purpose.,"Off (62), Compressor Control (1506), Sequencer (1507), Motorized Valve (1508)",Off (62),Enumeration,R/W,4
35009,2,Function,Base,Function,Set the Special Output Function block's purpose.,"Off (62), Compressor Control (1506), Sequencer (1507), Motorized Valve (1508)",Off (62),Enumeration,R/W,4
35009,3,Function,Base,Function,Set the Special Output Function block's purpose.,"Off (62), Compressor Control (1506), Sequencer (1507), Motorized Valve (1508)",Off (62),Enumeration,R/W,4
35009,4,Function,Base,Function,Set the Special Output Function block's purpose.,"Off (62), Compressor Control (1506), Sequencer (1507), Motorized Valve (1508)",Off (62),Enumeration,R/W,4
46001,1,Function Key,Base,Function,Set the soft key action.,"Momentary (1714), Toggle (1713), On Pulse (1471)",Momentary (1714),Enumeration,R/W,4
46001,2,Function Key,Base,Function,Set the soft key action.,"Momentary (1714), Toggle (1713), On Pulse (1471)",Momentary (1714),Enumeration,R/W,4
46001,3,Function Key,Base,Function,Set the soft key action.,"Momentary (1714), Toggle (1713), On Pulse (1471)",Momentary (1714),Enumeration,R/W,4
46001,4,Function Key,Base,Function,Set the soft key action.,"Momentary (1714), Toggle (1713), On Pulse (1471)",Momentary (1714),Enumeration,R/W,4
34005,1,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,2,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,3,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,4,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,5,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,6,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,7,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
34005,8,Linearization,Base,Function,Set method of Linearize block to scale an analog signal according to a 10-point scaling curve and an offset.,"Off (62), Interpolated (1482), Stepped (1483)",Off (62),Enumeration,R/W,8
27033,1,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,2,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,3,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,4,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,5,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,6,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,7,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,8,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,9,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,10,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,11,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,12,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,13,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,14,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,15,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,16,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,17,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,18,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,19,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,20,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,21,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,22,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,23,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
27033,24,Logic,Base,Function,Set the Function of the Logic block.,"Off (62), And (1426), Nand (1427), Or (1442), Nor (1443), Equal To (1437), Not Equal To (1438), Latch (1444), RS Flip Flop (1693)",Off (62),Enumeration,R/W,24
25021,1,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,2,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,3,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,4,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,5,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,6,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,7,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,8,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,9,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,10,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,11,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,12,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,13,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,14,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,15,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,16,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,17,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,18,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,19,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,20,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,21,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,22,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,23,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
25021,24,Math,Base,Function,Set the Function of the Math block.,"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dew Point (1650)",Off (62),Enumeration,R/W,24
26021,1,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,2,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,3,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,4,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,5,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,6,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,7,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
26021,8,Process Value,Base,Function,Set the Function of the Process Value block.,"Off (62), Sensor Backup (1201), Average (1367), Crossover (1368), Wet Bulb / Dry Bulb (1369), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Vaisala RH Compensation (1648), Pressure to Altitude (1649)",Off (62),Enumeration,R/W,8
31009,1,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,2,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,3,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,4,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,5,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,6,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,7,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,8,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,9,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,10,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,11,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,12,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,13,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,14,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,15,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
31009,16,Timer,Base,Function,Set a timer when applications require timed control of outputs or a delay to an output for a specific length of time.,"Off (62), On Pulse (1471), Delay (1472), One Shot (1473), Retentive (1474)",Off (62),Enumeration,R/W,16
80009,1,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,2,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,3,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,4,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,5,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,6,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,7,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,8,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,9,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,10,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,11,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,12,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,13,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,14,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,15,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,16,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,17,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,18,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,19,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,20,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
80009,21,Profile,Base,Guaranteed Soak Deviation 1,Set the value of the deviation band that will be used in all profile step types. The process value for control loop must enter the deviation band before the step can proceed.,"0.0 to 9,999.000",10.0,IEEE Float,R/W,1
